Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Date,Open,High,Low,Close,PriceDifference,RSI,RSI_LONG,MA,%K,%D,MACD,Signal Line,BIG MACD,BIG Signal Line,Upper Band,Lower Band,EMA,Percent_PMPU_Long,Percent_PMPU_Short,Percent_MM_Long,Percent_MM_Short,Percent_MM_Spread,Percent_SWAP_Long,Percent_SWAP_Short,Percent_SWAP_Spread,Percent_OR_Long,Percent_OR_Short,Percent_OR_Spread
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,210223,2021-02-26,023651,NYME,1,23,1194039,198956,287102,180084,145110,102912,221787,122457,257647,52757,123977,115551,1129694,1154756,64345,39283,1194039,198956,287102,180084,145110,102912,221787,122457,257647,52757,123977,115551,1129694,1154756,64345,39283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7549.0,20659.0,8072.0,-2731.0,642.0,-2924.0,-7290.0,4028.0,-8466.0,-7832.0,-8485.0,-1122.0,-9706.0,-8255.0,2157.0,706.0,100,16.7,24.0,15.1,12.2,8.6,18.6,10.3,21.6,4.4,10.4,9.7,94.6,96.7,5.4,3.3,100,16.7,24.0,15.1,12.2,8.6,18.6,10.3,21.6,4.4,10.4,9.7,94.6,96.7,5.4,3.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,45.0,38.0,17.0,17.0,29.0,77.0,44.0,76.0,40.0,43.0,56.0,275,224.0,305.0,45.0,38.0,17.0,17.0,29.0,77.0,44.0,76.0,40.0,43.0,56.0,275.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,21.9,28.1,34.4,13.2,13.2,19.0,20.2,16.7,21.9,28.1,34.4,13.2,13.2,19.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2021-02-26,2.801,2.822,2.734,2.809,0.0,52.05859261372642,53.54081084596081,2.767,57.5856443719413,72.69871829415061,0.059269017050397554,0.0038812794103603816,0.07142674559541407,0.06246262483178695,3.1882521018739984,2.3457478981260014,2.8155257981769557,0.14754098360655737,0.12459016393442623,0.25245901639344265,0.14426229508196722,0.24918032786885247,0.05573770491803279,0.05573770491803279,0.09508196721311475,0.13114754098360656,0.14098360655737704,0.18360655737704917
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,210216,2021-02-19,023651,NYME,1,23,1201588,178297,279030,182815,144468,105836,229077,118429,266113,60589,132462,116673,1139400,1163011,62188,38577,1201588,178297,279030,182815,144468,105836,229077,118429,266113,60589,132462,116673,1139400,1163011,62188,38577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42036.0,12168.0,16698.0,2219.0,1990.0,6104.0,10105.0,6189.0,-5172.0,4027.0,5318.0,13984.0,43435.0,45111.0,-1399.0,-3075.0,100,14.8,23.2,15.2,12.0,8.8,19.1,9.9,22.1,5.0,11.0,9.7,94.8,96.8,5.2,3.2,100,14.8,23.2,15.2,12.0,8.8,19.1,9.9,22.1,5.0,11.0,9.7,94.8,96.8,5.2,3.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,42.0,39.0,18.0,16.0,28.0,84.0,40.0,81.0,49.0,44.0,65.0,291,235.0,318.0,42.0,39.0,18.0,16.0,28.0,84.0,40.0,81.0,49.0,44.0,65.0,291.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,21.7,28.1,34.5,13.5,13.6,19.4,20.7,17.3,21.7,28.1,34.5,13.5,13.6,19.4,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2021-02-19,3.067,3.148,2.991,3.069,0.0,65.68042615671493,59.524515764858705,2.745142857142857,92.04204204204206,66.89606684670851,0.12288856621876576,0.027682736772041465,0.08715231433676118,0.06506153952674879,3.172064284061011,2.3182214302247033,2.8177010642359406,0.1320754716981132,0.12264150943396226,0.2641509433962264,0.12578616352201258,0.25471698113207547,0.05660377358490566,0.050314465408805034,0.0880503144654088,0.1540880503144654,0.13836477987421383,0.20440251572327045
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,210209,2021-02-12,023651,NYME,1,23,1159552,166129,262332,180596,142478,99732,218972,112240,271285,56562,127144,102689,1095965,1117900,63587,41652,1159552,166129,262332,180596,142478,99732,218972,112240,271285,56562,127144,102689,1095965,1117900,63587,41652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25312.0,8392.0,19448.0,3980.0,3634.0,1726.0,-5972.0,-7177.0,1377.0,-596.0,-5960.0,12826.0,21733.0,25874.0,3579.0,-562.0,100,14.3,22.6,15.6,12.3,8.6,18.9,9.7,23.4,4.9,11.0,8.9,94.5,96.4,5.5,3.6,100,14.3,22.6,15.6,12.3,8.6,18.9,9.7,23.4,4.9,11.0,8.9,94.5,96.4,5.5,3.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,41.0,38.0,19.0,16.0,30.0,75.0,40.0,75.0,45.0,42.0,62.0,276,226.0,302.0,41.0,38.0,19.0,16.0,30.0,75.0,40.0,75.0,45.0,42.0,62.0,276.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,23.0,29.6,36.4,13.8,14.2,19.9,21.5,18.9,23.0,29.6,36.4,13.8,14.2,19.9,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2021-02-12,2.87,2.987,2.834,2.912,1.0,60.30434761852557,56.818538238618004,2.6675714285714287,68.46846846846847,39.769186758327926,0.07824450859482424,0.03779509113659803,0.043191936805906384,0.06275947607434373,3.0085618627340325,2.326580994408825,2.733934752314588,0.1357615894039735,0.12582781456953643,0.24834437086092714,0.13245033112582782,0.24834437086092714,0.06291390728476821,0.052980132450331126,0.09933774834437085,0.1490066225165563,0.1390728476821192,0.2052980132450331
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,210202,2021-02-05,023651,NYME,1,23,1134240,157737,242884,176616,138844,98006,224944,119417,269908,57158,133104,89863,1074232,1092026,60008,42214,1134240,157737,242884,176616,138844,98006,224944,119417,269908,57158,133104,89863,1074232,1092026,60008,42214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9437.0,-16617.0,-10247.0,-2934.0,10083.0,7865.0,-4564.0,-50493.0,24590.0,-2694.0,25226.0,2908.0,8554.0,9932.0,883.0,-495.0,100,13.9,21.4,15.6,12.2,8.6,19.8,10.5,23.8,5.0,11.7,7.9,94.7,96.3,5.3,3.7,100,13.9,21.4,15.6,12.2,8.6,19.8,10.5,23.8,5.0,11.7,7.9,94.7,96.3,5.3,3.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,43.0,41.0,18.0,16.0,27.0,78.0,46.0,78.0,42.0,43.0,56.0,271,231.0,306.0,43.0,41.0,18.0,16.0,27.0,78.0,46.0,78.0,42.0,43.0,56.0,271.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,23.4,31.2,36.8,14.1,14.5,20.2,21.6,20.2,23.4,31.2,36.8,14.1,14.5,20.2,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2021-02-05,2.957,3.057,2.851,2.863,1.0,58.568114425403515,55.9653628910462,2.637285714285714,40.17769002961501,16.946363935505104,0.03777885206604026,0.037791843322486474,0.008167207760315875,0.057012921496867985,2.907220803484721,2.367350625086707,2.674579669752784,0.14052287581699346,0.13398692810457516,0.2549019607843137,0.1503267973856209,0.2549019607843137,0.058823529411764705,0.05228758169934641,0.08823529411764706,0.13725490196078433,0.14052287581699346,0.1830065359477124
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,210126,2021-01-29,023651,NYME,1,23,1124803,174354,253131,179550,128761,90141,229508,169910,245318,59852,107878,86955,1065678,1082094,59125,42709,1124803,174354,253131,179550,128761,90141,229508,169910,245318,59852,107878,86955,1065678,1082094,59125,42709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26698.0,-15106.0,-14183.0,2965.0,-3524.0,-158.0,8850.0,7263.0,-16323.0,-5244.0,-1184.0,1658.0,-23358.0,-26451.0,-3340.0,-247.0,100,15.5,22.5,16.0,11.4,8.0,20.4,15.1,21.8,5.3,9.6,7.7,94.7,96.2,5.3,3.8,100,15.5,22.5,16.0,11.4,8.0,20.4,15.1,21.8,5.3,9.6,7.7,94.7,96.2,5.3,3.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,46.0,40.0,18.0,16.0,28.0,65.0,64.0,76.0,45.0,36.0,55.0,266,232.0,303.0,46.0,40.0,18.0,16.0,28.0,65.0,64.0,76.0,45.0,36.0,55.0,266.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.4,30.6,36.4,14.5,13.5,20.8,21.3,19.0,23.4,30.6,36.4,14.5,13.5,20.8,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2021-01-29,2.68,2.71,2.554,2.564,1.0,46.278378823481106,50.41413182853557,2.5984285714285713,10.661401776900306,9.56299111898799,-0.05005584936606455,0.020222304784776265,-0.03685225963704264,0.04713237608649932,2.7808634260764653,2.4159937167806773,2.611772893003712,0.15181518151815182,0.132013201320132,0.2145214521452145,0.21122112211221122,0.2508250825082508,0.0594059405940594,0.052805280528052806,0.0924092409240924,0.1485148514851485,0.1188118811881188,0.18151815181518152
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,210119,2021-01-22,023651,NYME,1,23,1151501,189460,267314,176585,132285,90299,220658,162647,261641,65096,109062,85297,1089036,1108545,62465,42956,1151501,189460,267314,176585,132285,90299,220658,162647,261641,65096,109062,85297,1089036,1108545,62465,42956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24432.0,12146.0,10435.0,-6026.0,580.0,3821.0,-11492.0,5391.0,19701.0,4087.0,-15402.0,-464.0,21773.0,24062.0,2659.0,370.0,100,16.5,23.2,15.3,11.5,7.8,19.2,14.1,22.7,5.7,9.5,7.4,94.6,96.3,5.4,3.7,100,16.5,23.2,15.3,11.5,7.8,19.2,14.1,22.7,5.7,9.5,7.4,94.6,96.3,5.4,3.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,41.0,38.0,17.0,17.0,27.0,64.0,59.0,86.0,49.0,35.0,55.0,270,232.0,301.0,41.0,38.0,17.0,17.0,27.0,64.0,59.0,86.0,49.0,35.0,55.0,270.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,23.2,30.0,36.6,14.2,13.7,20.4,21.9,18.7,23.2,30.0,36.6,14.2,13.7,20.4,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2021-01-22,2.5,2.511,2.425,2.456,1.0,40.84589410832873,48.22494232004347,2.6,0.0,13.05736382122394,-0.06826310339632169,0.002525223148556669,-0.03370818330126468,0.03862284349790414,2.7812364937494345,2.4187635062505657,2.6276971906716162,0.1362126245847176,0.12624584717607973,0.21262458471760798,0.19601328903654486,0.2857142857142857,0.05647840531561462,0.05647840531561462,0.08970099667774087,0.16279069767441862,0.11627906976744186,0.18272425249169436
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,210112,2021-01-15,023651,NYME,1,23,1127069,177314,256879,182611,131705,86478,232150,157256,241940,61009,124464,85761,1067263,1084483,59806,42586,1127069,177314,256879,182611,131705,86478,232150,157256,241940,61009,124464,85761,1067263,1084483,59806,42586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35676.0,-15129.0,-10279.0,-6900.0,98.0,-3656.0,15042.0,-16436.0,-19171.0,-483.0,16186.0,-5665.0,-35962.0,-38923.0,286.0,3247.0,100,15.7,22.8,16.2,11.7,7.7,20.6,14.0,21.5,5.4,11.0,7.6,94.7,96.2,5.3,3.8,100,15.7,22.8,16.2,11.7,7.7,20.6,14.0,21.5,5.4,11.0,7.6,94.7,96.2,5.3,3.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,41.0,39.0,17.0,17.0,26.0,65.0,52.0,78.0,46.0,40.0,55.0,262,229.0,299.0,41.0,39.0,17.0,17.0,26.0,65.0,52.0,78.0,46.0,40.0,55.0,262.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,22.3,30.0,35.8,14.9,13.8,21.2,22.5,18.4,22.3,30.0,35.8,14.9,13.8,21.2,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2021-01-15,2.636,2.748,2.606,2.696,0.0,50.59035526616562,53.05869962663839,2.6552857142857142,18.027571580063665,15.902497995165085,-0.022061413011567055,-0.002392104083468077,2.967436737710827e-05,0.03456040463289172,2.865345116314942,2.4452263122564863,2.6849295875621553,0.13712374581939799,0.13043478260869565,0.21739130434782608,0.17391304347826086,0.2608695652173913,0.056856187290969896,0.056856187290969896,0.08695652173913043,0.15384615384615385,0.13377926421404682,0.18394648829431437
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,210105,2021-01-08,023651,NYME,1,23,1162745,192443,267158,189511,131607,90134,217108,173692,261111,61492,108278,91426,1103225,1123406,59520,39339,1162745,192443,267158,189511,131607,90134,217108,173692,261111,61492,108278,91426,1103225,1123406,59520,39339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.0,-13475.0,-8956.0,4663.0,-9885.0,7515.0,-8779.0,-22279.0,25360.0,-8800.0,15964.0,-5277.0,1207.0,2442.0,-836.0,-2071.0,100,16.6,23.0,16.3,11.3,7.8,18.7,14.9,22.5,5.3,9.3,7.9,94.9,96.6,5.1,3.4,100,16.6,23.0,16.3,11.3,7.8,18.7,14.9,22.5,5.3,9.3,7.9,94.9,96.6,5.1,3.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,47.0,43.0,19.0,15.0,24.0,62.0,59.0,76.0,44.0,37.0,55.0,269,229.0,305.0,47.0,43.0,19.0,15.0,24.0,62.0,59.0,76.0,44.0,37.0,55.0,269.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,23.5,30.4,36.8,14.4,13.6,20.8,21.5,19.6,23.5,30.4,36.8,14.4,13.6,20.8,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2021-01-08,2.643,2.685,2.603,2.656,1.0,48.84701415961873,52.31905683617189,2.6658571428571425,21.14451988360815,25.187701087993975,-0.05150310098169797,-0.012214303463114059,-0.004549458590501487,0.030443576916853836,2.892288673557182,2.4394256121571027,2.681239450082874,0.1540983606557377,0.14098360655737704,0.20327868852459016,0.19344262295081968,0.24918032786885247,0.06229508196721312,0.04918032786885246,0.07868852459016394,0.14426229508196722,0.12131147540983607,0.18032786885245902
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,201229,2021-01-01,023651,NYME,1,23,1162374,205918,276114,184848,141492,82619,225887,195971,235751,70292,92314,96703,1102018,1120964,60356,41410,1162374,205918,276114,184848,141492,82619,225887,195971,235751,70292,92314,96703,1102018,1120964,60356,41410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28823.0,1052.0,536.0,3354.0,-9342.0,-532.0,993.0,15031.0,-21562.0,-121.0,-4475.0,-8965.0,-25781.0,-29309.0,-3042.0,486.0,100,17.7,23.8,15.9,12.2,7.1,19.4,16.9,20.3,6.0,7.9,8.3,94.8,96.4,5.2,3.6,100,17.7,23.8,15.9,12.2,7.1,19.4,16.9,20.3,6.0,7.9,8.3,94.8,96.4,5.2,3.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,45.0,42.0,20.0,15.0,26.0,56.0,63.0,71.0,51.0,28.0,59.0,263,232.0,303.0,45.0,42.0,20.0,15.0,26.0,56.0,63.0,71.0,51.0,28.0,59.0,263.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,22.4,29.7,35.7,14.4,14.4,20.9,22.2,19.1,22.4,29.7,35.7,14.4,14.4,20.9,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2021-01-04,2.601,2.643,2.572,2.526,1.0,43.27116415931686,49.93855240990129,2.732428571428571,8.535402521823439,30.877036590080024,-0.08617990190814728,-0.02700742315212071,-0.001820398993813921,0.02704736892012177,3.14381137311544,2.3210457697417026,2.6896526001104983,0.1485148514851485,0.13861386138613863,0.1848184818481848,0.2079207920792079,0.23432343234323433,0.066006600660066,0.04950495049504951,0.0858085808580858,0.16831683168316833,0.0924092409240924,0.19471947194719472
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,201215,2020-12-18,023651,NYME,1,23,1195295,208566,283917,179304,157066,78727,233223,186459,249180,78788,98443,103988,1131776,1157780,63519,37515,1195295,208566,283917,179304,157066,78727,233223,186459,249180,78788,98443,103988,1131776,1157780,63519,37515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2723.0,1939.0,19697.0,1997.0,555.0,-16288.0,-8704.0,-24808.0,19351.0,-4963.0,-5617.0,6746.0,78.0,-364.0,-2801.0,-2359.0,100,17.4,23.8,15.0,13.1,6.6,19.5,15.6,20.8,6.6,8.2,8.7,94.7,96.9,5.3,3.1,100,17.4,23.8,15.0,13.1,6.6,19.5,15.6,20.8,6.6,8.2,8.7,94.7,96.9,5.3,3.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317,46.0,42.0,19.0,17.0,27.0,59.0,67.0,77.0,49.0,34.0,62.0,274,246.0,317.0,46.0,42.0,19.0,17.0,27.0,59.0,67.0,77.0,49.0,34.0,62.0,274.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,20.8,28.8,34.5,13.5,14.2,20.1,21.5,18.3,20.8,28.8,34.5,13.5,14.2,20.1,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2020-12-18,2.658,2.72,2.648,2.7,0.0,49.45583740197873,53.24226202148878,2.8045714285714287,45.88318085855033,40.394088669950754,-0.06325807040929599,-0.03425755260355577,0.034700106446608814,0.02785292024000145,3.2240581898131566,2.385084667329701,2.744203466813998,0.14511041009463724,0.13249211356466878,0.1861198738170347,0.2113564668769716,0.24290220820189273,0.05993690851735016,0.05362776025236593,0.08517350157728706,0.15457413249211358,0.10725552050473186,0.19558359621451105
